Customer_Id,Age,Region,Category,Payment_Mode,Frequency,Monetary,Average_Order_Value,Tenure_Days,Complaint_Return_Count,Delivery_Days,Avg_Session_Time,Cart_Abandon_Rate,Recency,Churn_Flag
10280,18.0,South,Beauty,COD,4,3025.05,319.44,939,1,5.2,4.4,0.62,100,1
10281,56.0,South,Beauty,Card,6,10110.82,1665.72,93,1,5.6,4.3,0.07,61,0
10282,27.0,South,Electronics,UPI,6,15197.73,1743.83,245,0,3.1,5.5,0.7,81,0
10283,30.0,North,Electronics,Net Banking,6,9534.84,1913.07,96,0,5.2,10.0,0.79,40,0
10284,44.0,South,Beauty,Card,7,14787.49,2633.13,204,3,5.4,8.8,0.4,10,0
10285,39.0,East,Sports,Card,4,10952.28,4856.83,789,0,5.8,8.6,0.34,67,0
10286,18.0,North,Beauty,COD,7,19456.54,2912.51,299,1,6.5,3.7,0.84,75,1
10287,24.0,South,Sports,UPI,5,8580.03,1353.87,424,3,4.6,3.8,0.22,35,0
10288,56.0,West,Beauty,UPI,4,9814.81,1545.72,1015,1,5.8,13.9,0.13,57,0
10289,59.0,East,Home,UPI,3,10705.42,1775.5,795,4,3.9,1.9,0.7,47,0
10290,62.0,East,Sports,Card,6,15170.08,4539.77,1424,0,4.1,8.0,0.38,33,0
10291,55.0,South,Fashion,UPI,9,13845.28,354.19,129,0,4.1,1.0,0.63,82,0
10292,31.0,East,Home,UPI,4,8290.56,2073.08,307,0,5.8,3.8,0.65,94,1
10293,25.0,West,Electronics,COD,6,3930.5,981.05,1091,1,4.0,3.2,0.14,51,1
10294,27.0,West,Beauty,UPI,5,13768.95,5011.67,744,1,4.5,9.4,0.76,66,0
10295,37.0,East,Sports,Card,2,9894.77,3991.28,1286,0,2.2,5.8,0.74,85,0
10296,21.0,South,Home,UPI,5,6053.01,926.27,1442,2,2.8,7.9,0.65,55,0
10297,46.0,East,Electronics,Net Banking,6,9852.25,1871.45,1267,0,3.1,6.2,0.16,73,0
10298,26.0,East,Home,UPI,8,9843.92,1817.24,1322,1,4.6,5.4,0.63,51,0
10299,31.0,West,Sports,Net Banking,6,1588.52,927.12,1278,2,4.6,5.4,0.26,30,0
10300,57.0,North,Electronics,COD,10,12155.41,3455.55,1105,1,4.4,9.0,0.77,50,0
10301,32.0,West,Electronics,UPI,8,7144.28,1527.62,1146,0,5.3,7.0,0.76,50,0
10302,59.0,West,Sports,COD,5,9129.75,2211.24,1110,1,5.2,8.5,0.56,41,0
10303,35.0,East,Electronics,Card,3,13708.98,1328.8,765,1,6.3,7.1,0.07,58,0
10304,31.0,South,Beauty,UPI,3,6584.98,3535.85,687,1,2.7,6.9,0.54,86,1
10305,32.0,South,Fashion,COD,9,12977.8,338.2,1220,0,2.2,4.4,0.42,74,0
10306,62.0,North,Beauty,COD,7,13734.12,2782.53,1027,0,5.3,7.9,0.49,39,0
10307,39.0,North,Fashion,COD,5,16057.23,1556.02,389,0,1.0,2.8,0.57,39,0
10308,35.0,South,Beauty,UPI,4,24672.19,2545.28,1477,0,4.9,10.5,0.32,23,0
10309,63.0,South,Beauty,Card,8,4205.77,2342.01,144,0,4.5,4.5,0.2,51,0
10310,23.0,North,Electronics,COD,5,16807.97,919.69,1121,1,4.6,1.0,0.79,66,0
10311,52.0,West,Sports,UPI,5,4270.37,1399.83,1313,3,6.5,7.4,0.23,75,0
10312,62.0,North,Electronics,UPI,5,23429.03,3686.34,273,0,5.4,9.7,0.3,45,0
10313,52.0,South,Fashion,Net Banking,5,5987.5,925.75,607,2,4.9,7.2,0.41,106,0
10314,37.0,North,Electronics,UPI,1,11129.12,847.32,60,0,5.4,5.2,0.57,46,0
10315,63.0,South,Electronics,COD,2,6406.04,1637.31,451,0,2.9,10.7,0.13,76,0
10316,55.0,East,Home,Card,2,17701.41,270.58,1343,1,6.4,6.5,0.24,43,0
10317,52.0,West,Electronics,Card,5,10508.6,1560.06,521,2,2.2,12.1,0.57,24,0
10318,29.0,North,Electronics,Card,7,9706.68,3063.43,817,1,6.5,1.0,0.16,72,1
10319,56.0,South,Sports,COD,4,4558.85,836.9,1436,1,6.0,5.0,0.43,70,0
10320,34.0,East,Fashion,UPI,5,13002.55,1731.06,1167,0,6.4,8.3,0.19,64,0
10321,33.0,South,Beauty,Net Banking,6,11653.87,3547.26,815,0,5.8,9.3,0.26,2,0
10322,44.0,North,Sports,Card,3,27398.55,790.59,1103,0,5.7,4.8,0.27,79,0
10323,46.0,South,Fashion,UPI,5,17642.73,1339.77,1387,2,7.1,8.7,0.19,58,0
10324,41.0,North,Electronics,UPI,7,5882.56,2827.91,264,0,2.9,9.8,0.52,55,0
10325,55.0,East,Beauty,UPI,7,5337.73,1364.34,74,1,4.6,6.5,0.66,48,0
10326,28.0,North,Electronics,Card,7,4008.31,1991.95,1479,0,2.5,7.5,0.35,54,0
10327,53.0,North,Electronics,UPI,9,8946.51,4263.17,510,1,1.3,5.3,0.13,61,0
10328,34.0,South,Home,Card,5,7200.76,2097.65,356,3,5.4,6.6,0.33,46,0
10329,52.0,East,Electronics,UPI,3,15597.18,291.67,1449,3,2.9,6.2,0.41,63,0
10330,51.0,South,Electronics,UPI,3,8183.5,3675.47,969,1,8.1,8.5,0.53,115,0
10331,65.0,West,Beauty,UPI,9,9040.05,3759.54,1509,0,3.5,10.2,0.51,34,0
10332,25.0,East,Beauty,Card,5,10942.25,832.52,930,1,4.7,12.6,0.74,75,0
10333,24.0,East,Fashion,Card,8,16199.16,3686.77,173,1,2.6,8.4,0.08,27,0
10334,29.0,South,Electronics,UPI,5,7793.7,1613.46,952,2,7.1,5.1,0.52,66,0
10335,23.0,North,Electronics,UPI,6,8327.62,5306.45,1427,0,5.7,8.3,0.7,91,0
10336,44.0,South,Electronics,Card,4,11699.49,3289.16,596,1,2.1,7.3,0.64,105,0
10337,34.0,West,Home,COD,6,3741.38,2125.23,219,0,5.6,13.1,0.34,41,0
10338,18.0,North,Home,UPI,5,16296.65,1038.59,1256,1,5.9,11.7,0.82,88,0
10339,63.0,North,Home,Card,6,16100.09,3188.94,1080,1,4.0,4.7,0.22,53,0
10340,24.0,West,Electronics,Card,4,10738.24,1237.69,1477,0,4.3,6.4,0.31,74,0
10341,24.0,North,Beauty,COD,7,6834.18,596.38,1227,0,4.0,6.6,0.57,63,0
10342,36.0,South,Beauty,COD,4,3919.48,1884.89,44,0,6.0,10.6,0.39,47,0
10343,22.0,South,Sports,COD,4,11411.63,1357.2,1329,2,5.7,5.7,0.83,73,1
10344,18.0,North,Home,Card,5,7901.4,3297.74,1412,3,4.2,1.8,0.3,73,1
10345,20.0,South,Sports,UPI,6,7553.58,4940.2,1085,1,5.5,5.0,0.73,59,0
10346,64.0,East,Home,UPI,7,9426.63,1279.34,1372,1,3.2,1.0,0.5,46,0
10347,53.0,South,Sports,UPI,6,10988.08,2007.51,1590,1,6.1,6.1,0.68,85,0
10348,65.0,East,Fashion,UPI,8,12049.48,1543.01,1451,0,4.7,4.8,0.19,28,0
10349,65.0,West,Electronics,Card,7,3495.59,2279.94,970,0,5.4,10.4,0.42,87,0
10350,39.0,East,Home,Net Banking,4,13272.39,3770.68,1022,0,1.5,8.9,0.06,63,0
10351,37.0,South,Sports,COD,8,11910.95,2797.23,293,1,3.8,4.9,0.61,20,0
10352,46.0,East,Electronics,Card,2,1350.78,887.22,740,0,7.2,5.6,0.7,126,1
10353,24.0,North,Electronics,UPI,10,5745.24,2587.69,389,1,4.0,6.6,0.73,26,0
10354,48.0,South,Beauty,UPI,5,28082.65,1000.68,935,0,3.3,7.1,0.45,85,0
10355,47.0,West,Electronics,UPI,10,19581.03,2226.98,831,1,5.1,9.6,0.12,40,0
10356,32.0,West,Beauty,UPI,10,12098.02,2456.83,324,2,5.5,7.6,0.06,41,0
10357,44.0,West,Electronics,Card,3,9233.04,1428.39,230,1,4.8,4.9,0.18,76,1
10358,48.0,South,Beauty,UPI,9,14140.03,4260.56,999,1,3.8,8.7,0.76,61,0
10359,63.0,South,Electronics,COD,3,12341.04,3113.41,320,1,6.8,3.1,0.13,50,0
10360,45.0,West,Fashion,Card,3,11054.29,1215.45,1068,1,3.7,10.2,0.84,95,0
10361,54.0,East,Fashion,Card,4,12061.4,4298.67,1130,0,4.1,11.7,0.35,58,0
10362,30.0,West,Beauty,Net Banking,7,16151.56,2079.13,1171,0,5.3,3.7,0.12,43,0
10363,61.0,South,Fashion,Card,6,16981.58,476.08,972,0,3.8,13.9,0.51,73,0
10364,53.0,South,Sports,Card,5,6558.58,3693.89,930,0,5.3,14.0,0.29,30,0
10365,44.0,West,Fashion,Net Banking,9,14412.6,1673.02,814,0,4.6,11.3,0.25,1,0
10366,63.0,East,Home,Card,5,9714.27,1920.3,1093,0,6.7,9.3,0.81,50,0
10367,60.0,East,Electronics,Card,6,3632.41,860.21,1504,1,1.9,7.8,0.8,44,0
10368,63.0,South,Electronics,UPI,7,11653.09,1199.39,322,0,5.1,7.8,0.23,59,0
10369,61.0,North,Home,Card,6,16881.17,1362.17,1481,1,4.0,9.6,0.51,74,0
10370,40.0,West,Home,UPI,9,16000.77,885.72,602,0,5.4,9.3,0.54,25,0
10371,55.0,South,Home,UPI,6,13816.55,985.05,742,0,3.2,8.2,0.8,85,0
10372,41.0,South,Home,Card,5,14929.89,3425.6,1597,1,6.5,8.2,0.62,61,0
10373,43.0,East,Beauty,Card,6,8971.04,1567.05,116,1,3.6,4.9,0.51,32,0
10374,39.0,North,Electronics,UPI,4,28751.96,2083.61,216,1,1.8,5.1,0.85,71,0
10375,61.0,East,Beauty,COD,5,4515.15,5525.07,1408,0,5.0,11.9,0.2,58,0
10376,26.0,South,Beauty,Card,5,12319.24,2263.88,306,0,4.3,2.2,0.78,95,1
10377,51.0,South,Home,COD,8,1418.17,2634.86,1542,0,3.6,4.5,0.41,48,0
10378,57.0,West,Fashion,Card,3,3440.62,1491.48,198,1,2.8,9.8,0.12,64,0
10379,47.0,South,Electronics,Card,5,19031.73,2913.28,1010,1,5.3,6.9,0.66,45,0
10380,51.0,South,Beauty,UPI,4,9041.12,3052.68,1204,1,4.3,1.5,0.83,92,1
10381,39.0,South,Home,UPI,5,3542.91,1765.72,1475,0,1.0,8.4,0.73,47,0
10382,38.0,East,Home,UPI,7,7852.05,582.51,514,1,7.1,4.5,0.19,66,1
10383,39.0,South,Beauty,Card,10,3876.38,2586.18,1561,1,3.3,8.2,0.11,25,0
10384,44.0,East,Fashion,Card,5,6941.63,3032.15,1247,0,6.0,7.5,0.65,88,0
10385,64.0,North,Sports,COD,5,15519.44,2391.76,756,0,5.8,9.0,0.29,66,0
10386,32.0,West,Home,UPI,6,10021.73,1800.23,1108,0,3.2,4.1,0.2,59,0
10387,65.0,East,Electronics,UPI,5,12854.65,3720.54,797,0,2.8,4.4,0.51,80,0
10388,49.0,West,Home,COD,7,5932.3,3739.91,89,1,5.1,8.2,0.1,33,0
10389,22.0,West,Sports,COD,6,11418.76,1977.0,1383,1,5.9,5.8,0.45,46,0
10390,18.0,South,Sports,Net Banking,6,12379.52,785.58,1297,0,5.6,3.0,0.54,58,0
10391,49.0,West,Sports,UPI,5,6208.99,769.63,642,1,5.5,8.1,0.08,32,0
10392,44.0,South,Beauty,Card,3,8950.68,1240.92,1393,0,6.7,7.5,0.7,77,0
10393,63.0,North,Beauty,UPI,2,16791.11,418.86,1175,0,5.7,7.6,0.56,88,0
10394,56.0,East,Sports,Card,4,13703.61,1215.03,474,2,2.9,9.0,0.28,53,0
10395,55.0,South,Beauty,Net Banking,8,1702.9,1400.12,1329,1,2.9,5.9,0.33,24,0
10396,61.0,East,Home,Card,5,5781.25,3227.94,533,1,3.5,9.9,0.52,48,0
10397,21.0,West,Fashion,Card,6,8597.79,1643.0,203,3,4.6,1.0,0.28,13,0
10398,20.0,East,Sports,COD,7,6871.99,1449.17,1276,1,3.5,7.1,0.19,72,0
10399,56.0,West,Fashion,UPI,8,4305.41,2131.57,368,1,3.5,5.0,0.49,41,0
10400,43.0,West,Beauty,UPI,2,5088.72,2644.52,727,1,6.5,8.2,0.48,85,1
10401,59.0,East,Sports,UPI,5,15898.42,2783.44,1304,1,5.3,7.3,0.84,77,0
10402,26.0,North,Electronics,COD,6,9734.25,2305.34,446,0,6.3,7.0,0.41,52,0
10403,44.0,South,Fashion,UPI,6,11175.29,1916.34,1255,1,4.2,4.3,0.46,29,0
10404,65.0,West,Sports,Card,6,3769.82,3036.38,1314,0,5.1,8.0,0.16,67,0
10405,38.0,South,Fashion,UPI,8,9944.25,2455.04,957,1,4.5,7.4,0.68,58,0
10406,29.0,East,Sports,Card,9,6402.48,1666.51,654,1,6.2,4.9,0.18,36,0
10407,34.0,South,Home,UPI,3,10411.93,1116.74,1366,2,6.0,5.7,0.66,91,1
10408,29.0,North,Electronics,UPI,3,3487.24,2267.32,1189,1,5.2,5.1,0.67,108,1
10409,36.0,North,Sports,Card,8,10888.86,3570.77,976,0,5.7,7.7,0.33,36,0
10410,46.0,West,Beauty,UPI,6,14317.93,436.87,849,1,4.0,7.5,0.79,84,1
10411,59.0,West,Home,UPI,5,9704.91,1128.34,623,0,4.2,8.8,0.82,64,0
10412,57.0,East,Fashion,UPI,7,20408.66,1095.25,361,1,1.0,7.4,0.05,22,0
10413,39.0,East,Sports,Card,5,28448.1,2153.16,183,1,3.5,4.9,0.33,39,0
10414,34.0,East,Fashion,UPI,5,5080.58,3222.92,124,0,1.8,8.3,0.53,55,0
10415,28.0,North,Sports,UPI,5,992.54,1197.77,802,3,8.0,4.9,0.6,95,1
10416,37.0,East,Electronics,COD,3,8422.67,2409.73,219,0,6.9,10.4,0.17,52,0
10417,37.0,South,Electronics,UPI,7,13491.46,3803.59,805,0,2.0,6.6,0.05,35,0
10418,45.0,West,Electronics,UPI,4,14379.81,3905.11,1491,1,4.8,11.6,0.47,65,0
10419,38.0,East,Sports,COD,6,4599.61,1862.39,1086,0,2.8,11.7,0.1,4,0
10420,38.0,South,Electronics,Net Banking,6,4568.21,1825.23,1540,0,9.1,7.7,0.37,68,0
10421,50.0,South,Home,Card,7,1814.69,6299.33,1310,1,6.6,9.6,0.06,12,0
10422,29.0,South,Fashion,Card,7,11381.13,1996.33,442,0,3.1,4.3,0.59,113,1
10423,43.0,North,Beauty,Card,6,6239.92,940.6,1430,2,7.3,10.2,0.23,63,0
10424,59.0,South,Home,Card,3,13740.56,2563.84,360,0,3.7,9.3,0.34,36,0
10425,23.0,East,Sports,Card,3,5394.14,1450.07,1067,1,5.9,6.1,0.72,52,0
10426,35.0,West,Electronics,Net Banking,5,13789.84,4216.19,689,1,6.4,9.7,0.43,64,0
10427,31.0,East,Electronics,COD,4,19971.4,1119.99,1108,1,4.3,10.7,0.13,69,0
10428,63.0,South,Sports,UPI,6,11512.82,2796.99,1577,0,1.7,2.8,0.43,38,0
10429,50.0,North,Fashion,COD,7,2927.18,4058.46,106,0,6.9,12.3,0.05,4,0
10430,50.0,West,Beauty,Card,5,4873.56,4182.79,452,3,4.7,6.9,0.28,70,0
10431,57.0,West,Sports,UPI,4,4743.08,1110.31,635,0,2.8,1.4,0.33,64,1
10432,21.0,West,Home,COD,4,19697.06,2838.61,915,0,5.4,1.2,0.22,57,0
10433,36.0,North,Home,Card,5,9990.82,387.45,612,2,7.8,8.5,0.79,77,1
10434,29.0,West,Electronics,Card,7,3443.94,2663.24,450,2,4.2,7.0,0.41,43,0
10435,52.0,North,Sports,UPI,4,7134.94,2185.12,1433,1,3.6,5.9,0.18,91,1
10436,43.0,South,Fashion,Net Banking,7,10478.18,2687.52,1261,0,3.8,9.5,0.12,68,0
10437,44.0,South,Home,COD,8,6595.41,1097.45,1033,1,4.0,5.2,0.27,3,0
10438,42.0,West,Sports,Card,4,6066.55,2931.25,1397,1,3.2,3.3,0.57,69,0
10439,60.0,North,Fashion,UPI,5,4544.59,6146.14,586,0,5.2,4.9,0.69,114,1
10440,51.0,East,Sports,Net Banking,6,6294.79,5076.44,1111,0,8.6,3.8,0.18,51,0
10441,22.0,North,Electronics,COD,7,2803.49,4021.86,227,1,2.2,6.3,0.12,78,0
10442,37.0,South,Beauty,Card,8,5853.18,709.42,1459,0,1.0,7.3,0.26,79,0
10443,35.0,South,Home,UPI,7,19050.68,1990.67,1236,1,3.9,7.1,0.53,61,0
10444,29.0,East,Electronics,UPI,6,11604.67,2717.32,888,0,5.9,9.3,0.55,36,0
10445,30.0,North,Electronics,COD,5,4824.55,2719.73,879,1,4.2,7.5,0.07,58,0
10446,34.0,East,Sports,COD,3,21922.55,1489.3,1393,0,6.1,3.9,0.53,65,1
10447,35.0,West,Fashion,UPI,7,3915.41,3211.03,1383,0,4.9,5.8,0.61,70,0
10448,34.0,South,Electronics,UPI,4,7272.7,1829.13,1236,0,3.4,12.6,0.28,69,0
10449,46.0,South,Beauty,COD,6,9248.72,4598.01,893,2,4.4,7.7,0.54,47,0
10450,54.0,North,Sports,UPI,9,6995.25,1054.23,1031,0,4.6,5.1,0.8,55,0
10451,53.0,East,Electronics,Card,6,12204.5,2860.2,853,3,4.9,5.1,0.35,73,0
10452,25.0,South,Fashion,UPI,6,8656.49,2657.25,1503,1,4.0,6.7,0.76,55,0
10453,27.0,North,Electronics,COD,8,4155.45,2848.15,962,1,2.9,6.0,0.35,99,0
10454,22.0,South,Home,UPI,4,1427.51,5819.1,90,0,3.7,3.9,0.19,47,0
10455,46.0,South,Home,UPI,9,4902.79,492.85,1236,0,1.6,12.6,0.41,14,0
10456,41.0,West,Fashion,Card,6,2876.99,695.08,646,0,5.4,5.1,0.38,73,1
10457,38.0,North,Beauty,Net Banking,6,11414.31,3278.09,1070,3,6.7,7.8,0.06,45,0
10458,35.0,West,Home,Net Banking,5,13191.34,1039.37,148,0,2.0,9.6,0.67,52,0
10459,37.0,South,Sports,Card,7,3263.94,2526.28,950,1,3.2,8.1,0.26,85,0
10460,53.0,West,Home,UPI,6,15286.08,645.28,1384,2,2.4,5.2,0.26,46,0
10461,22.0,North,Fashion,COD,6,5229.74,3053.33,1154,0,4.6,5.7,0.51,53,0
10462,55.0,North,Fashion,COD,4,6390.33,1373.32,859,0,4.0,10.1,0.57,52,0
10463,63.0,North,Sports,Net Banking,3,10024.35,2134.16,968,2,2.9,9.8,0.72,87,0
10464,29.0,North,Sports,Card,5,3371.38,1718.67,609,0,5.9,6.1,0.53,45,0
10465,63.0,West,Fashion,Card,5,10079.29,231.47,1237,0,5.0,10.0,0.54,28,0
10466,32.0,South,Fashion,Net Banking,5,3689.87,1855.51,1085,0,6.0,8.1,0.76,82,1
10467,23.0,South,Home,UPI,5,13104.29,3180.49,424,0,6.4,8.4,0.16,86,0
10468,28.0,North,Home,UPI,10,8607.13,1309.21,86,1,5.5,5.3,0.47,45,0
10469,19.0,North,Sports,Card,6,14124.03,4567.29,1050,0,2.7,6.1,0.81,84,0
10470,64.0,West,Home,UPI,4,8109.47,1361.78,240,0,2.1,8.5,0.65,108,1
10471,51.0,North,Sports,UPI,5,819.98,656.21,1530,0,3.4,8.9,0.37,78,0
10472,25.0,West,Electronics,COD,12,9251.25,3696.15,471,0,4.4,3.6,0.11,44,0
10473,39.0,West,Beauty,Card,4,13391.12,2319.07,889,1,6.2,12.3,0.43,69,0
10474,56.0,West,Electronics,Card,8,25642.12,350.06,1452,0,5.7,4.6,0.45,36,0
10475,19.0,West,Sports,UPI,3,19905.38,952.81,933,3,5.7,7.2,0.49,62,0
10476,43.0,South,Fashion,COD,7,7067.94,2843.32,1432,0,7.8,8.4,0.62,62,0
10477,37.0,East,Electronics,Card,6,1701.77,893.45,1577,0,6.1,6.2,0.09,29,0
10478,29.0,North,Fashion,UPI,8,13627.67,1454.71,464,0,6.6,9.0,0.44,77,0
10479,47.0,South,Home,Net Banking,8,32434.81,2578.28,1495,0,2.5,4.6,0.07,44,0
10480,37.0,South,Home,Card,10,24094.81,3327.57,1540,0,4.6,2.1,0.18,21,0
10481,41.0,West,Sports,Card,5,4381.99,1597.17,568,1,5.9,7.7,0.31,48,0
10482,27.0,South,Electronics,COD,4,10857.75,1858.33,735,1,8.1,10.6,0.4,89,1
10483,39.0,West,Home,COD,5,23087.85,1798.34,558,1,5.2,6.7,0.8,93,0
10484,54.0,North,Home,UPI,9,13176.38,5217.02,773,0,3.9,7.3,0.3,4,0
10485,21.0,North,Home,UPI,7,12408.91,709.4,1401,0,5.4,2.7,0.47,40,0
10486,33.0,North,Sports,UPI,5,9491.98,1164.29,1472,1,5.5,8.1,0.72,73,0
10487,40.0,South,Fashion,Card,4,11229.86,1528.98,529,1,4.1,5.9,0.59,77,1
10488,61.0,North,Fashion,Card,9,16585.65,3401.54,452,1,6.5,10.6,0.16,20,0
10489,27.0,South,Sports,Card,10,18586.45,3262.41,639,2,5.4,7.7,0.36,24,0
10490,50.0,South,Sports,COD,8,6242.81,1616.08,325,0,5.3,8.8,0.6,42,0
10491,46.0,West,Home,Card,8,4737.39,2006.87,406,1,1.5,4.3,0.44,42,0
10492,65.0,South,Sports,UPI,6,4356.61,5084.66,1246,0,5.4,6.3,0.25,41,0
10493,39.0,East,Electronics,Net Banking,4,12509.72,1440.47,847,2,7.4,4.9,0.71,79,0
10494,31.0,South,Beauty,Card,6,15552.24,1569.41,599,0,2.7,8.1,0.59,56,0
10495,29.0,West,Sports,Card,9,14323.81,3894.19,255,1,5.2,5.6,0.79,41,0
10496,65.0,South,Electronics,COD,10,5219.34,3992.67,902,1,3.8,12.0,0.42,45,0
10497,22.0,South,Beauty,UPI,7,7203.22,972.22,95,1,5.6,10.3,0.46,54,0
10498,19.0,South,Home,COD,8,12934.93,1715.35,1236,0,4.5,3.5,0.45,29,0
10499,32.0,South,Fashion,Card,5,15634.51,2075.09,624,1,7.7,6.5,0.65,80,0
10500,24.0,East,Fashion,COD,5,9053.87,1667.07,612,1,2.7,1.5,0.43,63,1
10501,29.0,North,Home,UPI,9,13085.04,2075.77,1408,1,7.4,7.7,0.43,9,0
10502,65.0,West,Sports,UPI,5,5361.48,1763.8,216,2,5.8,7.3,0.79,77,0
10503,40.0,North,Sports,Card,3,9054.3,5093.8,213,0,5.4,12.1,0.17,67,0
10504,47.0,North,Fashion,Net Banking,6,2916.08,3001.06,900,1,3.6,9.9,0.55,83,0
10505,26.0,North,Beauty,COD,5,3225.71,3218.12,1516,1,3.4,3.4,0.36,73,1
10506,50.0,South,Beauty,COD,2,9079.62,1539.32,377,2,2.1,4.5,0.13,87,1
10507,35.0,South,Fashion,COD,8,5970.07,1551.46,228,3,1.2,8.0,0.24,29,0
10508,41.0,West,Beauty,Net Banking,6,19507.85,2251.42,678,0,4.9,10.7,0.22,50,0
10509,38.0,North,Electronics,UPI,6,9692.25,2348.22,1537,3,5.2,7.8,0.44,55,0
10510,63.0,South,Beauty,COD,5,4236.82,1764.11,295,3,2.1,8.7,0.68,55,0
10511,47.0,South,Home,COD,10,31070.74,2371.29,877,0,2.4,5.8,0.06,23,0
10512,62.0,East,Home,UPI,7,16244.39,2481.47,469,1,4.5,5.2,0.53,54,0
10513,62.0,North,Home,UPI,6,9394.06,1234.46,898,0,1.1,6.9,0.49,62,0
10514,18.0,East,Beauty,UPI,9,14905.96,714.01,206,2,3.8,8.8,0.67,48,0
10515,55.0,South,Beauty,UPI,5,10833.64,1604.44,850,2,6.4,12.5,0.49,95,0
10516,22.0,South,Beauty,UPI,4,4827.58,1490.44,857,1,5.9,10.2,0.38,54,0
10517,32.0,North,Beauty,Card,6,8926.28,2357.61,136,0,3.5,3.9,0.43,81,0
10518,53.0,South,Sports,COD,6,12935.62,1953.01,1130,1,3.5,5.6,0.47,50,0
10519,39.0,West,Fashion,Card,10,6255.29,1970.36,1459,0,5.1,7.2,0.16,42,0
10520,43.0,East,Fashion,Net Banking,5,5383.05,2751.24,695,1,1.9,11.8,0.4,34,0
10521,61.0,North,Electronics,Card,7,15860.35,2799.92,909,1,3.2,9.5,0.07,29,0
10522,60.0,South,Sports,Card,9,3750.08,1715.9,972,0,7.2,9.9,0.58,27,0
10523,48.0,South,Fashion,Card,6,19125.9,2011.28,1165,0,3.5,7.8,0.3,41,0
10524,52.0,South,Home,Card,5,10379.19,3848.45,1122,2,4.4,1.0,0.5,81,1
10525,39.0,East,Home,Net Banking,5,10617.62,1798.18,1578,0,5.2,8.5,0.61,92,1
10526,54.0,South,Home,Card,7,14252.41,2047.18,482,1,8.6,8.2,0.83,45,0
10527,61.0,South,Home,UPI,7,11510.09,2183.39,155,0,3.8,2.1,0.46,56,0
10528,37.0,East,Home,Net Banking,5,25949.86,2177.15,890,1,6.2,6.5,0.42,29,0
10529,38.0,North,Beauty,Card,11,6824.24,1792.08,1412,0,3.7,7.0,0.83,70,0
10530,41.0,South,Home,Card,9,9655.78,574.07,1456,0,6.9,8.6,0.7,85,0
10531,49.0,West,Sports,UPI,8,19742.85,2028.85,565,1,3.5,2.3,0.52,53,0
10532,45.0,West,Home,UPI,4,7704.64,761.4,1508,0,8.7,7.5,0.47,58,0
10533,53.0,North,Beauty,COD,8,7676.13,784.01,1555,1,6.2,12.0,0.32,38,0
10534,23.0,South,Electronics,COD,2,9102.62,1916.07,1334,1,2.8,5.2,0.49,66,0
10535,29.0,West,Fashion,Card,6,7216.47,1747.07,700,1,6.4,5.4,0.24,44,1
10536,36.0,West,Beauty,UPI,7,8528.74,1676.81,1268,1,4.1,8.5,0.3,28,0
10537,57.0,East,Home,UPI,8,4042.07,4033.43,786,1,4.9,12.9,0.35,29,0
10538,45.0,West,Fashion,UPI,6,9554.09,831.63,453,0,4.8,3.9,0.71,70,0
10539,27.0,North,Sports,COD,8,4952.92,3092.0,317,0,5.7,9.6,0.63,17,0
10540,42.0,South,Sports,UPI,8,7726.81,1428.97,619,1,5.5,9.3,0.23,26,0
10541,21.0,South,Sports,COD,4,8396.29,992.88,1164,0,5.2,6.1,0.85,85,1
10542,29.0,North,Fashion,COD,13,10927.49,6294.85,1572,0,1.9,8.4,0.51,34,0
10543,46.0,South,Home,UPI,6,8939.59,5973.08,708,0,3.3,7.8,0.26,19,0
10544,49.0,North,Sports,UPI,5,13110.78,2372.63,931,0,8.1,8.6,0.15,51,0
10545,36.0,West,Electronics,Card,2,15175.06,6250.79,509,1,6.2,3.6,0.59,85,1
10546,25.0,South,Electronics,COD,9,3822.93,1321.46,1105,0,5.0,5.4,0.53,43,0
10547,59.0,South,Beauty,COD,6,5699.49,2745.25,1176,2,3.4,5.1,0.81,48,0
10548,18.0,South,Beauty,UPI,4,8506.79,2736.14,407,2,4.2,2.6,0.59,73,0
10549,62.0,East,Electronics,UPI,7,6937.77,3548.18,1247,0,6.2,6.5,0.61,30,0
10550,21.0,West,Home,Net Banking,3,4295.18,2167.31,559,0,2.8,6.2,0.78,73,0
10551,65.0,West,Home,UPI,7,1585.66,2665.93,1597,1,2.9,9.4,0.17,48,0
10552,45.0,East,Electronics,Net Banking,10,9424.54,3274.87,744,3,1.0,8.2,0.77,41,0
10553,64.0,East,Electronics,UPI,6,6373.59,1411.43,1509,2,2.0,10.7,0.4,68,0
10554,40.0,West,Home,Card,5,16442.84,2188.64,186,1,4.2,1.0,0.15,80,0
10555,23.0,South,Fashion,Card,9,19951.47,3524.26,183,0,4.4,12.4,0.13,41,0
10556,18.0,West,Home,UPI,5,17415.12,1834.98,735,1,4.8,10.6,0.12,24,0
10557,62.0,West,Electronics,UPI,8,4918.37,2817.92,1551,0,4.4,7.8,0.19,65,0
10558,43.0,South,Beauty,UPI,4,9544.58,1089.2,696,2,6.0,3.7,0.55,84,1
10559,57.0,North,Beauty,UPI,6,5247.11,1872.49,1346,0,2.2,8.7,0.16,57,0
10560,49.0,East,Beauty,UPI,5,15673.0,3064.15,1563,0,2.1,4.2,0.58,71,0
