Order_Id,Order_Date,Region,Category,Payment_Mode,Quantity,Unit_Price,Discount_Amount,Total_Sales_Amount,Month
50580,2025-03-14 09:00:00,South,Beauty,Card,5,1731.57,377.5,8280.35,2025-03
50581,2025-03-14 12:00:00,South,Beauty,UPI,3,890.48,502.4,2169.04,2025-03
50582,2025-03-14 15:00:00,West,Fashion,Card,1,1056.01,136.05,919.96,2025-03
50583,2025-03-14 18:00:00,West,Home,COD,5,1031.42,79.42,5077.68,2025-03
50584,2025-03-14 21:00:00,South,Home,Card,3,1786.91,374.26,4986.47,2025-03
50585,2025-03-15 00:00:00,South,Home,UPI,1,614.93,92.1,522.8299999999999,2025-03
50586,2025-03-15 03:00:00,North,Home,COD,3,1489.68,186.4,4282.64,2025-03
50587,2025-03-15 06:00:00,North,Electronics,COD,3,1062.58,318.24,2869.5,2025-03
50588,2025-03-15 09:00:00,West,Sports,COD,3,1427.11,454.11,3827.22,2025-03
50589,2025-03-15 12:00:00,South,Sports,UPI,1,1816.38,56.69,1759.69,2025-03
50590,2025-03-15 15:00:00,South,Home,UPI,4,1724.24,353.31,6543.65,2025-03
50591,2025-03-15 18:00:00,East,Beauty,COD,3,811.0,528.24,1904.76,2025-03
50592,2025-03-15 21:00:00,North,Fashion,UPI,3,1262.13,573.74,3212.6500000000005,2025-03
50593,2025-03-16 00:00:00,East,Fashion,Card,2,2485.41,23.45,4947.37,2025-03
50594,2025-03-16 03:00:00,West,Fashion,Card,2,1006.75,364.11,1649.3899999999999,2025-03
50595,2025-03-16 06:00:00,South,Fashion,Card,1,696.37,325.67,370.7,2025-03
50596,2025-03-16 09:00:00,South,Sports,Card,2,1085.16,256.42,1913.9,2025-03
50597,2025-03-16 12:00:00,North,Fashion,Card,3,2160.22,91.55,6389.11,2025-03
50598,2025-03-16 15:00:00,West,Beauty,UPI,4,282.7,275.98,854.8199999999999,2025-03
50599,2025-03-16 18:00:00,East,Electronics,UPI,2,1558.23,455.81,2660.65,2025-03
50600,2025-03-16 21:00:00,South,Sports,COD,2,1618.52,504.16,2732.88,2025-03
50601,2025-03-17 00:00:00,East,Fashion,Card,4,2374.3,201.71,9295.490000000002,2025-03
50602,2025-03-17 03:00:00,West,Fashion,UPI,4,1182.2,230.38,4498.42,2025-03
50603,2025-03-17 06:00:00,North,Home,Card,4,1578.56,274.15,6040.09,2025-03
50604,2025-03-17 09:00:00,East,Sports,UPI,3,1041.51,528.0,2596.5299999999997,2025-03
50605,2025-03-17 12:00:00,South,Electronics,Card,1,1235.88,265.3,970.5800000000002,2025-03
50606,2025-03-17 15:00:00,East,Home,UPI,1,774.15,372.86,401.28999999999996,2025-03
50607,2025-03-17 18:00:00,West,Home,UPI,3,2402.21,317.78,6888.85,2025-03
50608,2025-03-17 21:00:00,East,Beauty,Card,5,1468.82,279.97,7064.129999999999,2025-03
50609,2025-03-18 00:00:00,South,Home,UPI,3,1205.41,594.08,3022.1500000000005,2025-03
50610,2025-03-18 03:00:00,South,Fashion,UPI,3,1350.01,330.04,3719.99,2025-03
50611,2025-03-18 06:00:00,South,Electronics,Card,2,1205.99,375.84,2036.14,2025-03
50612,2025-03-18 09:00:00,North,Home,Card,2,833.62,582.26,1084.98,2025-03
50613,2025-03-18 12:00:00,East,Fashion,UPI,3,1583.01,99.42,4649.61,2025-03
50614,2025-03-18 15:00:00,East,Home,COD,1,514.59,104.88,409.71000000000004,2025-03
50615,2025-03-18 18:00:00,South,Fashion,UPI,1,657.97,129.32,528.6500000000001,2025-03
50616,2025-03-18 21:00:00,South,Home,Net Banking,5,2347.46,115.54,11621.759999999998,2025-03
50617,2025-03-19 00:00:00,South,Sports,Card,3,735.1,67.3,2138.0,2025-03
50618,2025-03-19 03:00:00,South,Fashion,Card,1,1164.11,482.1,682.0099999999999,2025-03
50619,2025-03-19 06:00:00,East,Sports,Net Banking,2,2158.61,524.74,3792.4800000000005,2025-03
50620,2025-03-19 09:00:00,West,Electronics,COD,1,1257.75,143.42,1114.33,2025-03
50621,2025-03-19 12:00:00,East,Home,Net Banking,3,1548.07,429.73,4214.48,2025-03
50622,2025-03-19 15:00:00,South,Sports,UPI,1,1299.57,430.97,868.5999999999999,2025-03
50623,2025-03-19 18:00:00,South,Sports,Card,3,1313.86,429.91,3511.67,2025-03
50624,2025-03-19 21:00:00,North,Sports,Card,5,886.81,88.47,4345.579999999999,2025-03
50625,2025-03-20 00:00:00,East,Beauty,UPI,4,1124.14,278.12,4218.4400000000005,2025-03
50626,2025-03-20 03:00:00,North,Fashion,COD,4,703.88,463.34,2352.18,2025-03
50627,2025-03-20 06:00:00,West,Home,UPI,4,2684.14,77.24,10659.32,2025-03
50628,2025-03-20 09:00:00,North,Beauty,UPI,3,607.69,471.29,1351.7800000000002,2025-03
50629,2025-03-20 12:00:00,South,Home,UPI,1,687.7,229.85,457.85,2025-03
50630,2025-03-20 15:00:00,North,Fashion,Card,1,835.3,261.18,574.1199999999999,2025-03
50631,2025-03-20 18:00:00,East,Home,COD,4,1857.83,139.53,7291.79,2025-03
50632,2025-03-20 21:00:00,North,Home,COD,3,1433.07,64.49,4234.72,2025-03
50633,2025-03-21 00:00:00,North,Sports,UPI,2,1524.78,492.83,2556.73,2025-03
50634,2025-03-21 03:00:00,North,Beauty,Card,3,2526.96,65.34,7515.54,2025-03
50635,2025-03-21 06:00:00,South,Fashion,UPI,1,1220.23,502.35,717.88,2025-03
50636,2025-03-21 09:00:00,South,Home,Card,1,582.21,497.35,84.86000000000001,2025-03
50637,2025-03-21 12:00:00,West,Home,COD,2,616.68,54.21,1179.1499999999999,2025-03
50638,2025-03-21 15:00:00,South,Beauty,UPI,4,1825.09,192.05,7108.3099999999995,2025-03
50639,2025-03-21 18:00:00,South,Fashion,UPI,1,1578.38,197.33,1381.0500000000002,2025-03
50640,2025-03-21 21:00:00,North,Electronics,Card,2,823.47,220.5,1426.44,2025-03
50641,2025-03-22 00:00:00,North,Beauty,Card,4,2925.7,105.52,11597.279999999999,2025-03
50642,2025-03-22 03:00:00,South,Beauty,Net Banking,2,886.59,95.48,1677.7,2025-03
50643,2025-03-22 06:00:00,South,Fashion,UPI,2,1845.12,274.17,3416.0699999999997,2025-03
50644,2025-03-22 09:00:00,East,Beauty,Net Banking,1,2111.41,229.21,1882.1999999999998,2025-03
50645,2025-03-22 12:00:00,South,Sports,Card,5,237.22,110.31,1075.79,2025-03
50646,2025-03-22 15:00:00,North,Electronics,Card,2,1974.56,253.01,3696.1099999999997,2025-03
50647,2025-03-22 18:00:00,South,Sports,COD,1,2674.21,570.99,2103.2200000000003,2025-03
50648,2025-03-22 21:00:00,East,Electronics,UPI,2,824.24,84.81,1563.67,2025-03
50649,2025-03-23 00:00:00,North,Fashion,UPI,5,1589.04,282.7,7662.5,2025-03
50650,2025-03-23 03:00:00,East,Beauty,Card,5,1902.16,95.09,9415.710000000001,2025-03
50651,2025-03-23 06:00:00,West,Home,UPI,2,640.07,257.25,1022.8900000000001,2025-03
50652,2025-03-23 09:00:00,South,Sports,Net Banking,4,1783.17,244.58,6888.1,2025-03
50653,2025-03-23 12:00:00,North,Electronics,COD,4,1119.52,190.72,4287.36,2025-03
50654,2025-03-23 15:00:00,South,Fashion,UPI,5,678.76,582.04,2811.76,2025-03
50655,2025-03-23 18:00:00,West,Home,UPI,1,594.3,560.04,50.0,2025-03
50656,2025-03-23 21:00:00,East,Fashion,COD,5,533.3,221.46,2445.04,2025-03
50657,2025-03-24 00:00:00,North,Home,COD,3,1503.54,356.92,4153.7,2025-03
50658,2025-03-24 03:00:00,East,Home,UPI,1,1635.49,476.55,1158.94,2025-03
50659,2025-03-24 06:00:00,South,Sports,Card,3,703.49,68.0,2042.4700000000003,2025-03
50660,2025-03-24 09:00:00,West,Fashion,UPI,2,1669.35,96.0,3242.7,2025-03
50661,2025-03-24 12:00:00,South,Fashion,UPI,2,2079.39,507.74,3651.04,2025-03
50662,2025-03-24 15:00:00,East,Sports,Card,3,939.25,85.35,2732.4,2025-03
50663,2025-03-24 18:00:00,North,Home,UPI,2,1244.23,165.66,2322.8,2025-03
50664,2025-03-24 21:00:00,West,Home,UPI,2,1137.31,302.83,1971.79,2025-03
50665,2025-03-25 00:00:00,South,Electronics,UPI,1,402.59,286.28,116.31,2025-03
50666,2025-03-25 03:00:00,North,Home,UPI,1,1449.25,67.68,1381.57,2025-03
50667,2025-03-25 06:00:00,East,Fashion,Card,4,737.55,83.19,2867.0099999999998,2025-03
50668,2025-03-25 09:00:00,South,Sports,UPI,2,2706.21,176.16,5236.26,2025-03
50669,2025-03-25 12:00:00,East,Fashion,UPI,1,2190.99,453.78,1737.2099999999998,2025-03
50670,2025-03-25 15:00:00,West,Home,UPI,3,828.42,106.23,2379.0299999999997,2025-03
50671,2025-03-25 18:00:00,South,Fashion,UPI,1,883.42,170.56,712.8599999999999,2025-03
50672,2025-03-25 21:00:00,South,Fashion,COD,5,1756.73,276.88,8506.77,2025-03
50673,2025-03-26 00:00:00,North,Sports,COD,3,349.93,533.62,516.17,2025-03
50674,2025-03-26 03:00:00,North,Home,Card,5,1671.28,22.77,8333.63,2025-03
50675,2025-03-26 06:00:00,East,Beauty,UPI,5,2407.75,218.2,11820.55,2025-03
50676,2025-03-26 09:00:00,South,Fashion,UPI,2,1887.55,384.77,3390.33,2025-03
50677,2025-03-26 12:00:00,North,Beauty,COD,5,2387.96,132.47,11807.33,2025-03
50678,2025-03-26 15:00:00,South,Fashion,UPI,3,1015.67,218.92,2828.0899999999997,2025-03
50679,2025-03-26 18:00:00,West,Beauty,Card,4,1283.6,332.86,4801.54,2025-03
50680,2025-03-26 21:00:00,East,Fashion,COD,1,913.84,2.83,911.01,2025-03
50681,2025-03-27 00:00:00,West,Electronics,UPI,1,633.7,424.62,209.08000000000004,2025-03
50682,2025-03-27 03:00:00,South,Home,Net Banking,3,469.41,66.9,1341.33,2025-03
50683,2025-03-27 06:00:00,West,Beauty,UPI,1,469.28,190.73,278.54999999999995,2025-03
50684,2025-03-27 09:00:00,East,Sports,UPI,3,1126.49,332.53,3046.9400000000005,2025-03
50685,2025-03-27 12:00:00,West,Electronics,UPI,5,1002.83,193.31,4820.84,2025-03
50686,2025-03-27 15:00:00,South,Fashion,Card,4,1906.95,360.9,7266.900000000001,2025-03
50687,2025-03-27 18:00:00,North,Beauty,UPI,1,1903.88,474.83,1429.0500000000002,2025-03
50688,2025-03-27 21:00:00,North,Fashion,Card,2,1259.54,114.68,2404.4,2025-03
50689,2025-03-28 00:00:00,South,Electronics,Net Banking,5,744.71,389.12,3334.4300000000003,2025-03
50690,2025-03-28 03:00:00,South,Home,UPI,2,925.91,459.65,1392.17,2025-03
50691,2025-03-28 06:00:00,North,Beauty,UPI,2,2197.42,582.33,3812.51,2025-03
50692,2025-03-28 09:00:00,West,Sports,UPI,3,2192.11,459.87,6116.46,2025-03
50693,2025-03-28 12:00:00,South,Electronics,Card,3,1299.44,496.03,3402.29,2025-03
50694,2025-03-28 15:00:00,West,Home,Card,5,1964.4,214.89,9607.11,2025-03
50695,2025-03-28 18:00:00,East,Home,UPI,5,2439.84,134.05,12065.150000000001,2025-03
50696,2025-03-28 21:00:00,East,Home,UPI,5,2574.11,447.14,12423.410000000002,2025-03
50697,2025-03-29 00:00:00,North,Sports,Card,4,2823.83,256.55,11038.77,2025-03
50698,2025-03-29 03:00:00,West,Home,UPI,4,3318.73,279.34,12995.58,2025-03
50699,2025-03-29 06:00:00,South,Sports,UPI,5,728.7,243.97,3399.53,2025-03
50700,2025-03-29 09:00:00,South,Beauty,Card,1,896.37,81.42,814.95,2025-03
50701,2025-03-29 12:00:00,South,Sports,COD,5,1858.43,285.85,9006.3,2025-03
50702,2025-03-29 15:00:00,South,Home,Card,4,834.02,407.8,2928.2799999999997,2025-03
50703,2025-03-29 18:00:00,South,Home,Card,1,1408.23,448.06,960.1700000000001,2025-03
50704,2025-03-29 21:00:00,South,Beauty,Card,2,2424.99,157.94,4692.04,2025-03
50705,2025-03-30 00:00:00,West,Beauty,COD,4,1191.96,419.09,4348.75,2025-03
50706,2025-03-30 03:00:00,South,Beauty,UPI,5,388.48,479.33,1463.0700000000002,2025-03
50707,2025-03-30 06:00:00,South,Home,UPI,4,849.64,168.72,3229.84,2025-03
50708,2025-03-30 09:00:00,West,Electronics,UPI,3,1906.44,133.42,5585.9,2025-03
50709,2025-03-30 12:00:00,West,Sports,Card,1,1082.24,479.53,602.71,2025-03
50710,2025-03-30 15:00:00,North,Electronics,Card,4,1382.94,135.52,5396.24,2025-03
50711,2025-03-30 18:00:00,North,Fashion,Card,3,1730.29,202.07,4988.8,2025-03
50712,2025-03-30 21:00:00,North,Home,UPI,4,1071.83,181.05,4106.2699999999995,2025-03
50713,2025-03-31 00:00:00,West,Home,Card,1,895.12,477.52,417.6,2025-03
50714,2025-03-31 03:00:00,North,Sports,Net Banking,3,867.3,218.65,2383.2499999999995,2025-03
50715,2025-03-31 06:00:00,South,Home,Card,3,755.35,237.66,2028.39,2025-03
50716,2025-03-31 09:00:00,South,Fashion,Card,1,1042.84,194.15,848.6899999999999,2025-03
50717,2025-03-31 12:00:00,South,Electronics,Net Banking,4,1133.77,447.73,4087.35,2025-03
50718,2025-03-31 15:00:00,South,Beauty,COD,1,888.02,162.61,725.41,2025-03
50719,2025-03-31 18:00:00,East,Fashion,UPI,5,1324.92,159.37,6465.2300000000005,2025-03
50720,2025-03-31 21:00:00,East,Beauty,Card,3,1059.5,35.48,3143.02,2025-03
50721,2025-04-01 00:00:00,East,Electronics,Card,4,1268.18,49.09,5023.63,2025-04
50722,2025-04-01 03:00:00,East,Home,COD,1,1638.34,326.89,1311.4499999999998,2025-04
50723,2025-04-01 06:00:00,South,Beauty,COD,1,814.05,376.56,437.48999999999995,2025-04
50724,2025-04-01 09:00:00,South,Fashion,UPI,2,846.73,130.14,1563.3200000000002,2025-04
50725,2025-04-01 12:00:00,West,Sports,COD,1,2639.48,152.96,2486.52,2025-04
50726,2025-04-01 15:00:00,North,Home,COD,5,2184.67,476.76,10446.59,2025-04
50727,2025-04-01 18:00:00,South,Fashion,Net Banking,5,1924.51,133.55,9489.0,2025-04
50728,2025-04-01 21:00:00,West,Fashion,COD,5,1916.47,435.67,9146.68,2025-04
50729,2025-04-02 00:00:00,North,Beauty,UPI,5,1065.6,481.86,4846.14,2025-04
50730,2025-04-02 03:00:00,North,Electronics,Card,4,1323.16,5.78,5286.860000000001,2025-04
50731,2025-04-02 06:00:00,East,Beauty,Card,3,825.37,130.31,2345.8,2025-04
50732,2025-04-02 09:00:00,South,Beauty,COD,5,433.09,351.74,1813.7099999999998,2025-04
50733,2025-04-02 12:00:00,South,Sports,UPI,4,1278.49,424.45,4689.51,2025-04
50734,2025-04-02 15:00:00,South,Sports,UPI,5,2988.22,67.89,14873.21,2025-04
50735,2025-04-02 18:00:00,South,Electronics,COD,5,872.42,320.17,4041.9299999999994,2025-04
50736,2025-04-02 21:00:00,South,Beauty,Card,1,1506.4,38.04,1468.3600000000001,2025-04
50737,2025-04-03 00:00:00,East,Fashion,UPI,2,507.39,190.76,824.02,2025-04
50738,2025-04-03 03:00:00,South,Fashion,Net Banking,2,739.87,385.99,1093.75,2025-04
50739,2025-04-03 06:00:00,West,Home,Net Banking,1,1203.1,37.65,1165.4499999999998,2025-04
50740,2025-04-03 09:00:00,South,Fashion,Card,3,752.08,134.8,2121.44,2025-04
50741,2025-04-03 12:00:00,West,Beauty,Card,3,2526.62,253.47,7326.389999999999,2025-04
50742,2025-04-03 15:00:00,West,Fashion,UPI,2,1049.81,345.28,1754.34,2025-04
50743,2025-04-03 18:00:00,North,Fashion,Net Banking,3,1505.85,567.62,3949.9299999999994,2025-04
50744,2025-04-03 21:00:00,West,Fashion,UPI,2,885.61,470.21,1301.01,2025-04
50745,2025-04-04 00:00:00,South,Beauty,UPI,5,2204.1,529.62,10490.88,2025-04
50746,2025-04-04 03:00:00,North,Beauty,UPI,1,1482.4,35.27,1447.13,2025-04
50747,2025-04-04 06:00:00,North,Sports,COD,3,708.32,75.65,2049.31,2025-04
50748,2025-04-04 09:00:00,South,Electronics,Card,3,5236.64,195.6,15514.320000000002,2025-04
50749,2025-04-04 12:00:00,South,Fashion,Net Banking,4,1161.29,370.68,4274.48,2025-04
50750,2025-04-04 15:00:00,West,Electronics,UPI,4,1520.58,224.7,5857.62,2025-04
50751,2025-04-04 18:00:00,North,Sports,COD,3,1943.13,228.15,5601.240000000001,2025-04
50752,2025-04-04 21:00:00,South,Fashion,UPI,4,2327.74,483.43,8827.529999999999,2025-04
50753,2025-04-05 00:00:00,West,Home,Card,3,1985.48,407.09,5549.35,2025-04
50754,2025-04-05 03:00:00,West,Electronics,UPI,5,927.12,161.45,4474.150000000001,2025-04
50755,2025-04-05 06:00:00,East,Beauty,UPI,2,1188.02,0.41,2375.63,2025-04
50756,2025-04-05 09:00:00,North,Sports,COD,3,824.94,595.2,1879.6200000000001,2025-04
50757,2025-04-05 12:00:00,West,Fashion,UPI,1,1085.37,232.17,853.1999999999999,2025-04
50758,2025-04-05 15:00:00,South,Home,UPI,3,2199.28,130.28,6467.56,2025-04
50759,2025-04-05 18:00:00,North,Sports,UPI,4,1510.44,508.24,5533.52,2025-04
50760,2025-04-05 21:00:00,West,Fashion,UPI,2,3306.27,38.4,6574.14,2025-04
50761,2025-04-06 00:00:00,South,Sports,Net Banking,1,1089.18,109.51,979.6700000000001,2025-04
50762,2025-04-06 03:00:00,West,Beauty,COD,5,1266.03,12.49,6317.66,2025-04
50763,2025-04-06 06:00:00,South,Electronics,UPI,4,2726.69,152.35,10754.41,2025-04
50764,2025-04-06 09:00:00,West,Sports,COD,2,604.86,83.46,1126.26,2025-04
50765,2025-04-06 12:00:00,East,Electronics,UPI,4,655.1,117.17,2503.23,2025-04
50766,2025-04-06 15:00:00,West,Beauty,Card,4,2054.65,182.15,8036.450000000001,2025-04
50767,2025-04-06 18:00:00,South,Beauty,UPI,3,2342.49,65.71,6961.759999999999,2025-04
50768,2025-04-06 21:00:00,West,Electronics,Net Banking,4,1488.53,371.44,5582.68,2025-04
50769,2025-04-07 00:00:00,South,Home,COD,3,1303.74,340.34,3570.88,2025-04
50770,2025-04-07 03:00:00,East,Sports,UPI,5,1449.54,355.65,6892.05,2025-04
50771,2025-04-07 06:00:00,South,Beauty,Net Banking,4,1341.5,217.26,5148.74,2025-04
50772,2025-04-07 09:00:00,East,Electronics,Card,5,2959.37,227.95,14568.899999999998,2025-04
50773,2025-04-07 12:00:00,North,Electronics,COD,3,881.24,321.81,2321.9100000000003,2025-04
50774,2025-04-07 15:00:00,South,Electronics,Net Banking,1,731.28,25.24,706.04,2025-04
50775,2025-04-07 18:00:00,South,Sports,UPI,1,2499.39,481.84,2017.55,2025-04
50776,2025-04-07 21:00:00,East,Electronics,Net Banking,1,505.98,482.2,50.0,2025-04
50777,2025-04-08 00:00:00,North,Sports,UPI,4,832.81,310.88,3020.3599999999997,2025-04
50778,2025-04-08 03:00:00,South,Electronics,Card,1,1433.21,588.03,845.1800000000001,2025-04
50779,2025-04-08 06:00:00,North,Beauty,Card,2,2789.35,522.33,5056.37,2025-04
50780,2025-04-08 09:00:00,South,Sports,Card,2,743.36,323.58,1163.14,2025-04
50781,2025-04-08 12:00:00,North,Fashion,COD,3,1762.89,143.32,5145.35,2025-04
50782,2025-04-08 15:00:00,West,Fashion,UPI,5,2043.08,21.09,10194.31,2025-04
50783,2025-04-08 18:00:00,West,Electronics,UPI,1,1985.02,431.29,1553.73,2025-04
50784,2025-04-08 21:00:00,West,Home,UPI,2,1109.48,303.09,1915.8700000000001,2025-04
50785,2025-04-09 00:00:00,West,Electronics,COD,4,1109.77,346.53,4092.55,2025-04
50786,2025-04-09 03:00:00,North,Sports,Net Banking,3,1474.81,405.25,4019.1800000000003,2025-04
50787,2025-04-09 06:00:00,West,Sports,COD,5,1361.06,105.12,6700.179999999999,2025-04
50788,2025-04-09 09:00:00,East,Electronics,UPI,5,325.12,263.2,1362.3999999999999,2025-04
50789,2025-04-09 12:00:00,East,Sports,UPI,4,978.01,169.0,3743.04,2025-04
50790,2025-04-09 15:00:00,South,Beauty,UPI,3,1857.15,52.42,5519.030000000001,2025-04
50791,2025-04-09 18:00:00,East,Electronics,Net Banking,3,1526.56,204.1,4375.58,2025-04
50792,2025-04-09 21:00:00,South,Fashion,UPI,3,1503.95,574.38,3937.4700000000003,2025-04
50793,2025-04-10 00:00:00,South,Electronics,Card,3,1163.45,445.27,3045.0800000000004,2025-04
50794,2025-04-10 03:00:00,West,Beauty,Net Banking,2,2502.33,451.82,4552.84,2025-04
50795,2025-04-10 06:00:00,East,Beauty,UPI,4,316.9,396.81,870.79,2025-04
50796,2025-04-10 09:00:00,South,Electronics,COD,4,3477.19,389.28,13519.48,2025-04
50797,2025-04-10 12:00:00,West,Beauty,Net Banking,4,489.76,334.65,1624.3899999999999,2025-04
50798,2025-04-10 15:00:00,East,Electronics,UPI,1,1557.17,531.89,1025.2800000000002,2025-04
50799,2025-04-10 18:00:00,East,Fashion,Card,4,968.71,567.77,3307.07,2025-04
50800,2025-04-10 21:00:00,West,Fashion,Card,4,451.47,535.51,1270.3700000000001,2025-04
50801,2025-04-11 00:00:00,East,Electronics,UPI,1,2059.74,187.19,1872.5499999999997,2025-04
50802,2025-04-11 03:00:00,South,Sports,Card,5,1232.23,270.76,5890.389999999999,2025-04
50803,2025-04-11 06:00:00,South,Home,COD,4,1834.4,307.79,7029.81,2025-04
50804,2025-04-11 09:00:00,North,Beauty,Net Banking,3,1450.74,144.54,4207.68,2025-04
50805,2025-04-11 12:00:00,South,Beauty,Card,3,3099.86,407.84,8891.74,2025-04
50806,2025-04-11 15:00:00,East,Electronics,Card,2,919.0,318.47,1519.53,2025-04
50807,2025-04-11 18:00:00,South,Home,COD,2,1289.33,454.41,2124.25,2025-04
50808,2025-04-11 21:00:00,East,Beauty,Net Banking,2,1072.83,587.49,1558.1699999999998,2025-04
50809,2025-04-12 00:00:00,East,Sports,UPI,4,3372.8,147.59,13343.61,2025-04
50810,2025-04-12 03:00:00,East,Sports,Card,3,373.48,502.26,618.1800000000001,2025-04
50811,2025-04-12 06:00:00,South,Beauty,Card,5,1750.13,290.43,8460.220000000001,2025-04
50812,2025-04-12 09:00:00,West,Fashion,UPI,5,604.31,425.41,2596.14,2025-04
50813,2025-04-12 12:00:00,West,Sports,Net Banking,5,544.52,60.01,2662.5899999999997,2025-04
50814,2025-04-12 15:00:00,West,Beauty,COD,5,1737.61,490.21,8197.84,2025-04
50815,2025-04-12 18:00:00,North,Electronics,COD,3,851.02,219.17,2333.89,2025-04
50816,2025-04-12 21:00:00,North,Sports,UPI,4,3002.84,457.35,11554.01,2025-04
50817,2025-04-13 00:00:00,North,Home,Net Banking,4,3337.48,539.15,12810.77,2025-04
50818,2025-04-13 03:00:00,East,Home,Net Banking,4,1030.68,372.21,3750.51,2025-04
50819,2025-04-13 06:00:00,South,Home,COD,2,1407.58,254.39,2560.77,2025-04
50820,2025-04-13 09:00:00,South,Home,COD,2,1300.71,426.52,2174.9,2025-04
50821,2025-04-13 12:00:00,East,Fashion,UPI,1,1559.17,327.85,1231.3200000000002,2025-04
50822,2025-04-13 15:00:00,South,Beauty,Card,2,1816.46,403.33,3229.59,2025-04
50823,2025-04-13 18:00:00,South,Electronics,UPI,1,1071.86,116.18,955.6799999999998,2025-04
50824,2025-04-13 21:00:00,South,Electronics,UPI,4,1073.68,83.76,4210.96,2025-04
50825,2025-04-14 00:00:00,South,Electronics,Card,3,1073.29,31.88,3187.99,2025-04
50826,2025-04-14 03:00:00,South,Sports,Card,4,1494.03,425.75,5550.37,2025-04
50827,2025-04-14 06:00:00,North,Fashion,UPI,1,1431.63,582.03,849.6000000000001,2025-04
50828,2025-04-14 09:00:00,North,Sports,UPI,4,2225.75,469.08,8433.92,2025-04
50829,2025-04-14 12:00:00,West,Beauty,UPI,5,775.96,528.11,3351.69,2025-04
50830,2025-04-14 15:00:00,South,Fashion,COD,3,2622.98,265.63,7603.31,2025-04
50831,2025-04-14 18:00:00,East,Home,Card,2,902.95,89.26,1716.64,2025-04
50832,2025-04-14 21:00:00,South,Sports,Net Banking,1,1285.54,501.97,783.5699999999999,2025-04
50833,2025-04-15 00:00:00,West,Fashion,Net Banking,2,1912.66,485.25,3340.07,2025-04
50834,2025-04-15 03:00:00,East,Sports,Card,3,2028.71,86.13,6000.0,2025-04
50835,2025-04-15 06:00:00,South,Home,UPI,4,850.9,568.11,2835.49,2025-04
50836,2025-04-15 09:00:00,South,Electronics,COD,1,884.46,348.44,536.02,2025-04
50837,2025-04-15 12:00:00,South,Electronics,Card,3,1565.68,27.15,4669.89,2025-04
50838,2025-04-15 15:00:00,South,Electronics,UPI,3,1264.73,465.78,3328.41,2025-04
50839,2025-04-15 18:00:00,North,Fashion,Card,1,1198.7,375.43,823.27,2025-04
50840,2025-04-15 21:00:00,West,Electronics,UPI,4,458.75,413.81,1421.19,2025-04
50841,2025-04-16 00:00:00,South,Electronics,UPI,2,4024.49,439.79,7609.19,2025-04
50842,2025-04-16 03:00:00,South,Electronics,Card,2,3542.69,302.98,6782.4,2025-04
50843,2025-04-16 06:00:00,North,Fashion,UPI,1,1128.48,224.15,904.33,2025-04
50844,2025-04-16 09:00:00,South,Sports,COD,1,3073.81,6.11,3067.7,2025-04
50845,2025-04-16 12:00:00,East,Beauty,UPI,3,1397.2,476.9,3714.7000000000003,2025-04
50846,2025-04-16 15:00:00,North,Beauty,Card,5,4328.23,265.57,21375.579999999998,2025-04
50847,2025-04-16 18:00:00,South,Beauty,Card,4,1075.75,510.72,3792.2799999999997,2025-04
50848,2025-04-16 21:00:00,South,Sports,UPI,3,1949.25,183.6,5664.15,2025-04
50849,2025-04-17 00:00:00,North,Beauty,COD,2,1494.05,208.25,2779.85,2025-04
50850,2025-04-17 03:00:00,West,Electronics,UPI,4,865.47,48.47,3413.4100000000003,2025-04
50851,2025-04-17 06:00:00,West,Electronics,UPI,5,874.85,84.7,4289.55,2025-04
50852,2025-04-17 09:00:00,South,Beauty,COD,1,1283.45,335.32,948.1300000000001,2025-04
50853,2025-04-17 12:00:00,South,Fashion,UPI,4,746.06,404.58,2579.66,2025-04
50854,2025-04-17 15:00:00,East,Sports,Net Banking,2,532.48,111.12,953.84,2025-04
50855,2025-04-17 18:00:00,South,Sports,COD,3,1873.1,297.09,5322.209999999999,2025-04
50856,2025-04-17 21:00:00,South,Home,Card,4,846.08,54.5,3329.82,2025-04
50857,2025-04-18 00:00:00,South,Home,UPI,2,915.18,96.38,1733.98,2025-04
50858,2025-04-18 03:00:00,West,Electronics,UPI,3,1072.67,293.27,2924.7400000000002,2025-04
50859,2025-04-18 06:00:00,South,Electronics,COD,5,923.49,431.64,4185.8099999999995,2025-04
50860,2025-04-18 09:00:00,West,Home,COD,3,1266.34,55.66,3743.3599999999997,2025-04
50861,2025-04-18 12:00:00,South,Beauty,Card,5,566.07,185.02,2645.3300000000004,2025-04
50862,2025-04-18 15:00:00,West,Electronics,UPI,3,2016.99,251.61,5799.360000000001,2025-04
50863,2025-04-18 18:00:00,West,Fashion,UPI,2,2604.56,324.93,4884.19,2025-04
50864,2025-04-18 21:00:00,West,Fashion,COD,2,1683.19,313.7,3052.6800000000003,2025-04
50865,2025-04-19 00:00:00,West,Beauty,COD,2,927.94,282.59,1573.2900000000002,2025-04
50866,2025-04-19 03:00:00,West,Sports,Net Banking,4,2818.78,521.75,10753.37,2025-04
50867,2025-04-19 06:00:00,North,Beauty,Net Banking,4,725.82,144.95,2758.3300000000004,2025-04
50868,2025-04-19 09:00:00,South,Fashion,Card,4,1900.67,88.1,7514.58,2025-04
